title
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
4類食物不適合帶便當！營養師：別有「剩菜再帶」的想法
妥瑞症不是心理疾病　沉迷手機、平板會加重病情
知名喜餅「but.」出包！網友吃到「一塊塑膠」　衛生局派員稽查
「1族群」潛伏結核感染風險高！疾管署宣布「免費檢驗、給藥」
科技男心房顫動狂心悸！中風、心衰竭風險增　醫示警5症狀
45歲會計師簽器捐留下「一段話」　動脈瘤破裂猝死「捐出4器官」
新冠死亡比流感高11倍！變異株LB.1傳播力更強　醫憂年底大爆發
東區「滿月甜甜圈」有老鼠！稽查超髒畫面曝　衛生局去年已罰18萬
去年「青少年染性病」增逾2倍！13到18歲「淋病、梅毒」創新高
別等口渴才喝！醫曝「有4症狀」＝你缺水了
研究曝「最佳運動時間」！　女生腹部脂肪少2倍、男生降血壓
愛吃辣＋喝酒！他KTV「高音突唱不上去」　半年後過世了
「5種人」不要穿拖鞋！醫示警　胖子也上榜
害口臭還會不舉！醫示警「睡眠呼吸中止症」10大危機
《人工生殖法》修法預告期滿　400正反意見待凝共識
不要「渴了」才喝水！營養師教你「看尿液」補水
智齒該拔就要拔！醫示警「3狀況快拔」：越老拔越麻煩
「小兒排便不順」恐害發育出問題！醫曝「3大時期」最會便秘
雞蛋「最佳吃法」吸收率飆99%！營養師：一天要吃2～3顆
他檢查有息肉！2年沒追蹤「冒2症狀」　罹膽囊癌半年後走了
粉紅色=嬰兒失竊！台大醫院「廣播代號」揭秘　顏色+數字一聽就知
夏天反而感冒！　中醫揭3類人小心：有症狀水果要忌口
「內衣穿太緊」易罹乳癌？醫解答　曝穿錯8大後果
「胃食道逆流」是文明病！醫示警「恐致食道癌」　教你3招保胃
北護分院20年！台大總院長：派駐大聯盟等級醫師　成高齡長照重鎮
有1症狀就急診！搶救中風「10錯誤觀念」別犯　醫：看過20～30歲的
客運司機因顏面損傷遭辭退！餐飲業者響應「臉部平權」推實習計畫
經痛20年！她「戒吃乳製品」竟奇蹟好了　中醫曝1種人真的有效
電風扇對腳直吹恐害抽筋！  醫揭4招自救：腳板往回勾
變瘦、臉色發黃！他一查罹癌「半年離世」　醫示警：1情況快開刀
他吃「探索廚房」腹痛整夜！莫凡彼明曜店也爆肉沒熟　衛生局要查
振興女醫遭指「業績暴增可疑」！她怒公開所得申報：下周提告
越南返國台商尿出「藍色尿」！醫解答：1款藥治尿道炎　台灣沒有
健保再給付46項達文西手術！年砸2.85億逾8千人受惠　最快9月上路
全台百歲人瑞已超過5千人　民團籲：別讓長者成「三等公民」
遠距醫療擴大給付！新增69醫缺鄉鎮、矯正機關適用　最快8月開放
寶寶很熱6大徵兆！「摸2核心處」秒知冷熱　醫：別摸手腳
北市奶奶過104歲生日！樂揭：最愛聊天　百歲飲食「什麼都吃」
不是真的瘦！「5原因」可能讓體重降了　營養師揭關鍵：是水分
生殖器長疱疹≠性病！　冒3症狀恐是「皮蛇」
身體「5徵兆」恐是慢性發炎　醫：小心變糖尿病
鎖定30萬慢性病患！健保砸3.5億做三高全人照護　納生活習慣諮詢
脂肪肝「10大高危險群」曝光！　醫教30天逆轉方法
冰箱塞太滿傷身！　醫曝「最佳狀態」
夏天常冒3皮膚病！醫揭「疥瘡3徵兆」：軍營、看守所都可能傳染
55歲以上女性「每周勞動逾310分鐘」恐損健康　國衛院研究揭原因
網傳IU減重菜單「1天瘦1公斤」　醫示警3大問題：有脫髮風險
新冠疫苗打6劑還確診？該吃清冠一號？　醫解析3大疑惑
視力矯正新潮流！新一代視優SILK近視雷射手術同步國際、在台上市
男服用標靶藥物「頭皮整片潰爛」　醫驚：最嚴重等級併發症
北榮創紀錄！一圖看懂亞洲首例「分肝種腎」　讓8歲童擺脫洗腎
4類人恐最缺B群！　這罐是「提神or助眠」一圖秒判斷
睡不著？營養師公開「4大好眠習慣」　加碼6食物一覺到天亮
每天一包鹹酥雞！28歲女師「吃出大腸癌」　醫曝誘發息肉3危險因子
炎夏泌尿道易復發　私密處保養5觀念，要不要用護墊？
筋膜槍放鬆肌肉夯！醫示警「6情況應該避免」　最嚴重恐中風
逆齡奇蹟！　35歲美男「童顏」靠這六招凍齡
35歲男GG突冒「紅色水泡」！竟是長皮蛇　醫示警：全身都可能長
台灣每4人就有1人代謝症候群！罹糖尿病、心血管疾病風險增6倍
亞洲首例！把大人腎「種在小孩肝臟」　北榮救回8歲病童
有助防新冠！中醫「三伏貼」最佳時機　5類人別亂貼
7月熱傷害就醫「10天已418人次」　醫揭早期6症狀
我能長壽嗎？醫曝「從頭到腳5部位」一看就知道
南港鵝肉店「廚房噁況」曝！11人吃2款肉中毒就醫　衛生局揪5缺失
推廣篩檢普及＋避免過度診斷　胸腔權威醫籲修法有助提高肺癌存活率
南港鵝肉店多人吃完掛急診！民眾灌爆評論　衛生局急令停業
44歲女小腹微凸！醫一摸「有隆起物」　冒6公分子宮肌瘤
洗臉不一定要用毛巾！醫勸「1款式別買」：很容易刮傷皮膚
激瘦33公斤！他超慢跑1年「不吃藥甩三高」　教練4技巧不傷膝
「吃飽就想睡」恐是糖尿病前兆！醫示警：快去檢查
吃水果「2種人」別空腹！　營養師點名
「五十肩」害手不舉！別靠吃止痛　醫曝治療要「分3期」
幫員工調薪注意！「健保投保金額」不得低於勞保、職保等3金額
熱到就醫暴增！醫示警「熱急症5分類」：中暑最慘
專案進口輸液遭批「無法源依據」　食藥署搬出《藥事法》反擊
「10大習慣」養出一身癌！暴瘦女慘中5項　醫搖頭：活不過半年
3組保健食品別一起吞！貧血女「吃錯早餐」連鐵劑都救不了
一片發燒感冒！　醫響起警報「抓到川崎氏症」
急診塞爆！　醫心累眼神死：已持續一個月
月經來能吃冰嗎？　中醫點名「2種人」別吃為妙
咳嗽2個月！教授癌末病逝　醫曝1習慣「空汙一直吸進肺裡」
圓禿是自體免疫疾病「多數5年內復發」　最嚴重眉毛、睫毛也掉光
出現任何一個症狀都要懷疑　兒童急性淋巴性白血病5大徵兆
「骨刺」麻痛到走不動！北榮微創解決脊椎大手術「傷口僅0.7cm」
北市聯醫仁愛院區「照服員吸毒」疑非首次　院方：已全面清查
每天走兩萬步一天兩餐！減重醫日本玩5天「胖2公斤」
子宮頸癌潛伏期可20年！醫示警初期無症狀：大部分是性行為感染
高血脂年輕人也會有！常見用藥一次看　「燕麥」竟會交互作用
【廣編】麥角硫因－生技營養界的新寵兒、失智症的曙光
不要抗拒！他揭6招迅速面對壓力　「最好的反應」就是挑戰
蔡依林43歲「靠3招控糖」超逆齡！　愛吃糖害發炎又顯老
國內C型肝炎盛行率約4%　屏榮醫師呼籲民眾及早篩檢
爸媽近視會遺傳！子女機率高6倍　「1因素」是控制關鍵
妹妹有怪味「內褲穿2天」　醫：每天翻開清潔
他「蛋蛋腫如拳頭」辛酸原因曝　3天後又大1.5倍
「4容器會產毒」別放進微波爐！　譚敦慈示警了
90%大腸癌從息肉轉變　大腸息肉從哪裡來呢？揪出有方
皮膚病理玻片數位化！長庚耗時6年研發影像系統　大師級註解助判讀
「3類人」汗臭味超濃！　中醫急勸：少吃重口味食物
數位性暴力女性更常求助！　同志受害「高於異性戀」原因曝
健保平均點值「1點0.95元」　8大醫事團體發聲籲3訴求
頭痛好不了！20歲男就醫一看　竟罹「年輕型腦出血」
遭遇數位性暴力「6成未求援」　社工：受害者聽到手機鈴聲就怕
聯醫和平院區突停電　院方啟用緊急用電：正常提供醫療服務
近6成民眾曾受數位性暴力　衛福部：非異性戀男受害者比例最高
北市聯醫總院長蕭勝煌退休　國內側顱底手術專家王懋哲代理職務
可不可女店員做「口水手搖飲」　醫：恐害食物中毒
慢性發炎是隱藏殺手！醫授5關鍵：小心肌肉疼痛、性慾減退
「美國牛舌」檢出寄生蟲！25公斤退運銷毀　食藥署3年內抓到2次
慢性偏頭痛！　8大併發症小心
15歲女高燒41度送急診　醫：可怕的是後面
純愛戰士下體長凸起異物　醫看「陰莖癌」驚：晚期就要整根切掉
漱口水「3錯誤用法」恐等於白漱了！1時機用最有效
4類食物不適合帶便當！營養師：別有「剩菜再帶」的想法
妥瑞症不是心理疾病　沉迷手機、平板會加重病情
知名喜餅「but.」出包！網友吃到「一塊塑膠」　衛生局派員稽查
「1族群」潛伏結核感染風險高！疾管署宣布「免費檢驗、給藥」
科技男心房顫動狂心悸！中風、心衰竭風險增　醫示警5症狀
45歲會計師簽器捐留下「一段話」　動脈瘤破裂猝死「捐出4器官」
新冠死亡比流感高11倍！變異株LB.1傳播力更強　醫憂年底大爆發
東區「滿月甜甜圈」有老鼠！稽查超髒畫面曝　衛生局去年已罰18萬
去年「青少年染性病」增逾2倍！13到18歲「淋病、梅毒」創新高
別等口渴才喝！醫曝「有4症狀」＝你缺水了
研究曝「最佳運動時間」！　女生腹部脂肪少2倍、男生降血壓
愛吃辣＋喝酒！他KTV「高音突唱不上去」　半年後過世了
「5種人」不要穿拖鞋！醫示警　胖子也上榜
害口臭還會不舉！醫示警「睡眠呼吸中止症」10大危機
《人工生殖法》修法預告期滿　400正反意見待凝共識
不要「渴了」才喝水！營養師教你「看尿液」補水
智齒該拔就要拔！醫示警「3狀況快拔」：越老拔越麻煩
「小兒排便不順」恐害發育出問題！醫曝「3大時期」最會便秘
雞蛋「最佳吃法」吸收率飆99%！營養師：一天要吃2～3顆
他檢查有息肉！2年沒追蹤「冒2症狀」　罹膽囊癌半年後走了
粉紅色=嬰兒失竊！台大醫院「廣播代號」揭秘　顏色+數字一聽就知
夏天反而感冒！　中醫揭3類人小心：有症狀水果要忌口
「內衣穿太緊」易罹乳癌？醫解答　曝穿錯8大後果
「胃食道逆流」是文明病！醫示警「恐致食道癌」　教你3招保胃
北護分院20年！台大總院長：派駐大聯盟等級醫師　成高齡長照重鎮
有1症狀就急診！搶救中風「10錯誤觀念」別犯　醫：看過20～30歲的
客運司機因顏面損傷遭辭退！餐飲業者響應「臉部平權」推實習計畫
經痛20年！她「戒吃乳製品」竟奇蹟好了　中醫曝1種人真的有效
電風扇對腳直吹恐害抽筋！  醫揭4招自救：腳板往回勾
變瘦、臉色發黃！他一查罹癌「半年離世」　醫示警：1情況快開刀
他吃「探索廚房」腹痛整夜！莫凡彼明曜店也爆肉沒熟　衛生局要查
振興女醫遭指「業績暴增可疑」！她怒公開所得申報：下周提告
越南返國台商尿出「藍色尿」！醫解答：1款藥治尿道炎　台灣沒有
健保再給付46項達文西手術！年砸2.85億逾8千人受惠　最快9月上路
全台百歲人瑞已超過5千人　民團籲：別讓長者成「三等公民」
遠距醫療擴大給付！新增69醫缺鄉鎮、矯正機關適用　最快8月開放
寶寶很熱6大徵兆！「摸2核心處」秒知冷熱　醫：別摸手腳
北市奶奶過104歲生日！樂揭：最愛聊天　百歲飲食「什麼都吃」
不是真的瘦！「5原因」可能讓體重降了　營養師揭關鍵：是水分
生殖器長疱疹≠性病！　冒3症狀恐是「皮蛇」
身體「5徵兆」恐是慢性發炎　醫：小心變糖尿病
鎖定30萬慢性病患！健保砸3.5億做三高全人照護　納生活習慣諮詢
脂肪肝「10大高危險群」曝光！　醫教30天逆轉方法
冰箱塞太滿傷身！　醫曝「最佳狀態」
夏天常冒3皮膚病！醫揭「疥瘡3徵兆」：軍營、看守所都可能傳染
55歲以上女性「每周勞動逾310分鐘」恐損健康　國衛院研究揭原因
網傳IU減重菜單「1天瘦1公斤」　醫示警3大問題：有脫髮風險
新冠疫苗打6劑還確診？該吃清冠一號？　醫解析3大疑惑
視力矯正新潮流！新一代視優SILK近視雷射手術同步國際、在台上市
男服用標靶藥物「頭皮整片潰爛」　醫驚：最嚴重等級併發症
北榮創紀錄！一圖看懂亞洲首例「分肝種腎」　讓8歲童擺脫洗腎
4類人恐最缺B群！　這罐是「提神or助眠」一圖秒判斷
睡不著？營養師公開「4大好眠習慣」　加碼6食物一覺到天亮
每天一包鹹酥雞！28歲女師「吃出大腸癌」　醫曝誘發息肉3危險因子
炎夏泌尿道易復發　私密處保養5觀念，要不要用護墊？
筋膜槍放鬆肌肉夯！醫示警「6情況應該避免」　最嚴重恐中風
逆齡奇蹟！　35歲美男「童顏」靠這六招凍齡
35歲男GG突冒「紅色水泡」！竟是長皮蛇　醫示警：全身都可能長
台灣每4人就有1人代謝症候群！罹糖尿病、心血管疾病風險增6倍
亞洲首例！把大人腎「種在小孩肝臟」　北榮救回8歲病童
有助防新冠！中醫「三伏貼」最佳時機　5類人別亂貼
7月熱傷害就醫「10天已418人次」　醫揭早期6症狀
我能長壽嗎？醫曝「從頭到腳5部位」一看就知道
南港鵝肉店「廚房噁況」曝！11人吃2款肉中毒就醫　衛生局揪5缺失
「2種大便顏色」爆癌症警訊！醫示警：快檢查
用AI輔助疾病分類！台大醫院病歷資訊管理室　70年來不斷創新
北市抽驗「1款辣椒粉」農藥殘留超標！　最重可罰2億
